Distance (Å),Window 1,Window 2,Window 3,Window 4
186.5,0.3085517087891965,0.28373932748633035,0.3946631422161113,0.1411480298489759
187.5,0.29432167364185813,0.2771839342410937,0.38599697827778345,0.13339975297699075
188.5,0.2808280957669746,0.2701526282639064,0.3758206077399791,0.12640022490820357
189.5,0.26838098388001574,0.2629935070653313,0.3650848955393904,0.11954447837255482
190.5,0.2559826770936242,0.2557727626981801,0.3532483797766531,0.11304326385450683
191.5,0.24463687381951466,0.2486612592158073,0.34133997401853267,0.10692867644387052
192.5,0.23346759672484202,0.24080976810995808,0.328102742752989,0.10092585705577392
193.5,0.22314802510245527,0.2331474308359979,0.31472839975187544,0.09523890063443949
194.5,0.21278088474140688,0.2256531585880986,0.3014512339367141,0.09009025231284071
195.5,0.20320573542357756,0.21765056799537988,0.2876454766657431,0.08488526298984847
196.5,0.1935359377014722,0.2096024718810226,0.2733625730533317,0.07976070716515898
197.5,0.1842078397210904,0.2016253163089601,0.2592923330559217,0.07506104167241838
198.5,0.17499993250287307,0.1935800071512126,0.24547297010420294,0.0698519649031525
199.5,0.16565487094840467,0.18520583017276512,0.23146113529613724,0.06471478277462667
200.5,0.1566966116819659,0.17701109676405327,0.21770146874568755,0.059705964600601784
201.5,0.14762836725605713,0.16862272904410588,0.2037416301824909,0.05439890788821259
202.5,0.13808530904221517,0.1602166802692986,0.1904454626988925,0.04922369356576456
203.5,0.12900553737104636,0.1519078279085212,0.17660248344946694,0.044115911448866556
204.5,0.12004764907409779,0.14323276532762988,0.1631673422058465,0.03901400528419618
205.5,0.11106383272887538,0.1346562234531976,0.15003181014536818,0.034254119324648925
206.5,0.10270072133712968,0.12570747388666242,0.1374211050757088,0.02966524258003019
207.5,0.09482883174057406,0.11689783605126881,0.1252622230877606,0.025148419219211297
208.5,0.086972847195728,0.1079171263303217,0.1133079835140427,0.020749240597307858
209.5,0.07936782094020227,0.0988268408596651,0.10130220946082419,0.016598482353786075
210.5,0.0725223237874825,0.09061458148392057,0.08983500429925742,0.013090096522312227
211.5,0.06685771393893779,0.08387493305162637,0.07972447178473312,0.010488007995593409
212.5,0.06214257744817044,0.07795386880266639,0.07046052780067687,0.008480542888321767
213.5,0.05776291121370622,0.07296924302377245,0.06226175732613201,0.00681862239067157
214.5,0.05369278576118934,0.06827067505800809,0.05421194254282063,0.0054708638824706255
215.5,0.049888164223545625,0.0643739710335754,0.046960314458701476,0.004441868072650755
216.5,0.0462980363872141,0.060596121196405325,0.040335585250415903,0.0036750760301688364
217.5,0.04304424118840526,0.05697948323099521,0.03409648524340914,0.00310463907789084
218.5,0.04006900030746222,0.05384352483739449,0.02861270181409954,0.00258695626658878
219.5,0.037172977612135304,0.050767306337132105,0.02377528261209996,0.002204209249222259
220.5,0.034579103936349075,0.04776569494906822,0.019732535379240478,0.0019156310170298852
221.5,0.03220544475469525,0.04500717840872588,0.015997405032503145,0.0016464281086959291
222.5,0.029861068208728147,0.04208488026635807,0.013115228903455891,0.0013988299025568971
223.5,0.027807720217883462,0.039426128791891855,0.010616748625666821,0.0012042709421715772
224.5,0.02577800505568005,0.03681305212547687,0.008497018263907148,0.0010488132123543607
225.5,0.0239084290324517,0.033999504518820084,0.006857322093853023,0.0008708644494397485
226.5,0.022032806184286297,0.0315104807389264,0.005411595645215806,0.0007474982550951337
227.5,0.020267830435230585,0.028879771349452764,0.004246758771611117,0.0006284783556804514
228.5,0.01850293541429913,0.02639490418418103,0.0033519828763387952,0.0005262011942223008
229.5,0.016991760419143843,0.02399839865259741,0.0025732830006538056,0.0004361894800247828
230.5,0.015415066069903198,0.021687421651021308,0.002018936736425383,0.00036267614625606204
231.5,0.014053520578924767,0.01947456402041947,0.0015268812515888753,0.0002907829180414174
232.5,0.012690282003205487,0.017445769359013593,0.0011434875649303016,0.0002373740495118258
233.5,0.011420373220751045,0.015423455073920504,0.0008630501085992845,0.0001861729398194566
234.5,0.0102342280649619,0.013699245225609521,0.0006325745620202159,0.00015287695699351008
