Distance (Å),Window 1,Window 2,Window 3,Window 4
203.5,0.2001477258937061,0.2541829962015479,0.31811814713665015,0.14380430169092748
204.5,0.18698329816891965,0.24616745645507118,0.30068445107162955,0.1261177506439277
205.5,0.17482621867951365,0.2387591025197708,0.2840231387049846,0.10932620996804646
206.5,0.16332302041503136,0.23103630257668795,0.2688607255798256,0.09613551325441982
207.5,0.15284933112203059,0.223514068259281,0.25577222486415346,0.0852678196103825
208.5,0.14301284035489312,0.21604758723410467,0.24320671299435356,0.07612322966287927
209.5,0.13328981765551254,0.20921746098519464,0.2315091453121262,0.06836962309370863
210.5,0.12423965484010475,0.2018950554466769,0.2201237002709828,0.06132579015691526
211.5,0.11553078389107807,0.194944012427609,0.2088460417753916,0.055295244299137625
212.5,0.10738787428021683,0.1883042584268964,0.19808822109462082,0.04977053911597592
213.5,0.09954239369806392,0.18153431190407568,0.18787173657151138,0.045046586684776284
214.5,0.09214480331106345,0.1746558573625037,0.177389865365995,0.04070742499142612
215.5,0.08520531989792136,0.1675918562385272,0.16771561438099183,0.03696170464188077
216.5,0.07867037500757185,0.15995563847219194,0.1580232131356266,0.03378399190787824
217.5,0.07245235470751306,0.15323555745635206,0.14879191934611624,0.030816043806182875
218.5,0.06664897502565618,0.14585944349233704,0.13969695022166242,0.028157514400841986
219.5,0.06129497222741847,0.13856498517022614,0.13100198350874925,0.025932749020480157
220.5,0.05645573739799881,0.13131021871917067,0.12230945808098298,0.023754621962293436
221.5,0.051763157219190954,0.12422886840041077,0.11412637746008264,0.02189285813800961
222.5,0.0473590557333215,0.1171885844219991,0.1059230417439592,0.020063627893851493
223.5,0.0434662153951719,0.11042880273771212,0.09811226888963487,0.018493086349566226
224.5,0.039659386580756587,0.1037219835403613,0.09030995604763052,0.01700932827428659
225.5,0.03626780019041982,0.09723530113923459,0.08290633470188206,0.015554271617379127
226.5,0.03309203243209411,0.09084156175151285,0.07565010849055451,0.014366053500124978
227.5,0.03012566574519709,0.08472438148797055,0.06864473446543219,0.013033128878083418
228.5,0.02748348118449751,0.07900616032074465,0.06204845142769856,0.011884390234232291
229.5,0.02497522523159528,0.07284409474833616,0.05576955369654445,0.010842156583507019
230.5,0.022792786012758463,0.06745215653706813,0.04972989258316314,0.009756611150335957
231.5,0.020551715116116365,0.06219700284761403,0.044314263498409404,0.00876187756648398
232.5,0.01867224176842089,0.056964830263958204,0.03901071536264912,0.0078449922591151
233.5,0.01688553590419043,0.05201228477984156,0.03415824657881273,0.006899232282103564
234.5,0.015114809037479119,0.047057023061125615,0.02978133616527442,0.0060977282308131925
235.5,0.013524198073555621,0.042408994602063134,0.025785070699568133,0.005361927847143178
236.5,0.011973327083084951,0.037959028205313536,0.021994557550253212,0.004616597623036793
